Timestamp,Temperature,Pressure,Proximity,R,B,G,A,xAcc,yAcc,zAcc
1696331773,99.42,26.18,255.0,-1.0,0.0,0.0,0.0,0.0,0.06,-0.05,1.26,15.47,32.69,-23.3,-5.74,-130.92,-67.44
Timestamp,Temperature,Pressure,Proximity,R,B,G,A,xAcc,yAcc,zAcc
1696331852,99.42,26.77,248.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.01,0.99,15.98,31.8,-24.11,-0.92,-0.31,-0.67
1696331852,99.41,26.75,248.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,16.02,32.25,-23.25,-1.04,-0.31,-0.73
1696331852,99.39,26.75,249.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,15.84,31.7,-23.32,-1.04,-0.43,-0.73
1696331852,99.42,26.77,248.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.83,32.54,-22.67,-1.04,0.06,-0.61
1696331852,99.42,26.76,249.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.6,32.04,-23.68,-0.79,-0.18,-0.73
1696331852,99.42,26.77,251.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.83,32.09,-23.43,-0.98,0.06,-0.67
1696331852,99.42,26.76,249.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.97,32.02,-22.5,-0.98,-0.18,-0.85
1696331852,99.41,26.75,251.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,16.0,32.35,-22.8,-1.04,-0.31,-0.61
1696331852,99.41,26.75,248.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.94,31.74,-24.23,-1.16,-0.37,-0.85
1696331852,99.41,26.76,249.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.92,32.04,-23.33,-0.98,-0.12,-0.61
1696331852,99.41,26.76,249.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.43,32.06,-22.91,-1.1,-0.18,-0.85
1696331852,99.38,26.76,247.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,15.54,32.31,-22.55,-0.85,-0.18,-0.61
1696331852,99.41,26.78,249.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.92,31.84,-23.47,-1.16,-0.31,-0.92
1696331852,99.42,26.76,249.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,16.27,32.24,-22.75,-0.85,0.06,-0.61
1696331852,99.41,26.75,249.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,16.17,31.93,-24.0,-1.22,-0.43,-0.92
1696331852,99.4,26.75,247.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,15.31,31.84,-23.63,-1.04,0.0,-0.67
1696331852,99.4,26.75,248.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,15.95,32.23,-23.94,-1.16,-0.18,-0.73
1696331853,99.41,26.76,248.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,16.15,32.6,-23.85,-0.79,0.18,-0.73
1696331853,99.41,26.76,248.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,15.83,32.02,-23.74,-0.98,-0.61,-0.79
1696331853,99.39,26.75,249.0,-1.0,584.0,542.0,761.0,1804.0,-0.0,-0.02,0.99,15.93,31.77,-24.72,-1.04,0.12,-0.55
1696331853,99.41,26.75,248.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,16.05,31.75,-23.55,-0.85,0.12,-0.73
1696331853,99.41,26.76,248.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.72,31.75,-23.24,-1.22,-0.18,-0.43
1696331853,99.41,26.76,251.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.88,31.95,-23.67,-1.04,-0.31,-0.85
1696331853,99.41,26.76,250.0,-1.0,584.0,543.0,761.0,1805.0,-0.0,-0.02,0.99,15.91,32.08,-24.01,-1.04,-0.24,-0.92
1696331853,99.41,26.76,246.0,-1.0,584.0,543.0,761.0,1805.0,-0.0,-0.02,0.99,15.69,32.02,-23.21,-0.98,-0.18,-0.67
1696331853,99.41,26.77,250.0,-1.0,584.0,543.0,761.0,1805.0,-0.0,-0.02,0.99,15.31,31.34,-23.63,-0.98,-0.31,-0.79
1696331853,99.41,26.76,248.0,-1.0,584.0,542.0,761.0,1805.0,-0.0,-0.02,0.99,15.71,31.85,-24.18,-0.79,0.18,-0.73
1696331853,99.4,26.76,247.0,-1.0,584.0,543.0,761.0,1806.0,-0.0,-0.02,0.99,15.65,31.45,-23.12,-0.92,-0.49,-0.92
1696331853,99.41,26.77,249.0,-1.0,584.0,543.0,761.0,1806.0,-0.0,-0.02,0.99,16.05,32.29,-22.41,-0.98,0.06,-0.73
1696331853,99.41,26.77,249.0,-1.0,585.0,543.0,761.0,1806.0,-0.0,-0.02,0.99,15.82,32.34,-22.97,-0.85,0.0,-0.79
1696331853,99.41,26.76,248.0,-1.0,585.0,543.0,761.0,1806.0,-0.0,-0.02,0.99,16.04,31.81,-23.65,-1.1,-0.18,-0.61
1696331853,99.41,26.76,248.0,-1.0,585.0,543.0,761.0,1806.0,-0.0,-0.02,0.99,15.97,32.18,-22.74,-0.98,0.0,-0.73
1696331853,99.39,26.77,248.0,-1.0,584.0,543.0,761.0,1806.0,-0.0,-0.02,0.99,15.87,32.12,-24.39,-0.92,0.0,-0.73
